run,elapsed_s,chisq_mean,chisq_median,dem_shape,chisq_shape
1,6.390306524001062,45.29240610716541,45.2924061071654,"[256, 256, 34]","[256, 256]"
2,6.377366564003751,45.29240610716541,45.2924061071654,"[256, 256, 34]","[256, 256]"
3,6.542886745010037,45.29240610716541,45.2924061071654,"[256, 256, 34]","[256, 256]"
