run,elapsed_s,chisq_mean,chisq_median,dem_shape,chisq_shape
1,7.273222602001624,61.4754412121778,61.47544121217782,"[256, 256, 34]","[256, 256]"
2,7.358165640005609,61.4754412121778,61.47544121217782,"[256, 256, 34]","[256, 256]"
3,7.406823930999963,61.4754412121778,61.47544121217782,"[256, 256, 34]","[256, 256]"
