run,elapsed_s,chisq_mean,chisq_median,dem_shape,chisq_shape
1,15.135953539982438,49.797060231124775,49.79706023112479,"[256, 256, 34]","[256, 256]"
2,15.371983742021257,49.797060231124775,49.79706023112479,"[256, 256, 34]","[256, 256]"
3,15.277413040021202,49.797060231124775,49.79706023112479,"[256, 256, 34]","[256, 256]"
