run,elapsed_s,chisq_mean,chisq_median,dem_shape,chisq_shape
1,7.427423658999032,61.4754412121778,61.47544121217782,"[256, 256, 34]","[256, 256]"
2,7.59345403999032,61.4754412121778,61.47544121217782,"[256, 256, 34]","[256, 256]"
3,7.675944404996699,61.4754412121778,61.47544121217782,"[256, 256, 34]","[256, 256]"
